Algorithm,Instance,Run,Time.s,Accuracy
Standard,Inst85,15,179,0.91
Standard,Inst85,16,175.5,0.872
Standard,Inst85,17,166.2,0.913
Standard,Inst85,18,192.8,0.94
Standard,Inst85,19,153.2,0.894
Standard,Inst85,20,177.6,0.889
Standard,Inst85,21,160.7,0.915
Standard,Inst85,22,156.4,0.859
Standard,Inst85,23,179.6,0.905
Standard,Inst85,24,155.2,0.881
Standard,Inst85,25,167.3,0.873
Standard,Inst85,26,191.3,0.913
Standard,Inst85,27,162.9,0.895
Standard,Inst85,28,160,0.916
Standard,Inst85,29,170.5,0.885
Standard,Inst85,30,177.2,0.86
Standard,Inst86,1,174.9,0.903
Standard,Inst86,2,174.2,0.895
Standard,Inst86,3,189.8,0.9
Standard,Inst86,4,202.2,0.91
Standard,Inst86,5,185.5,0.892
Standard,Inst86,6,176.9,0.896
Standard,Inst86,7,205.4,0.906
Standard,Inst86,8,219.4,0.926
Standard,Inst86,9,175.6,0.943
Standard,Inst86,10,157.8,0.904
Standard,Inst86,11,191.1,0.907
Standard,Inst86,12,197.6,0.924
Standard,Inst86,13,165,0.912
Standard,Inst86,14,226.1,0.911
Standard,Inst86,15,175.7,0.892
Standard,Inst86,16,195.3,0.932
Standard,Inst86,17,183.9,0.904
Standard,Inst86,18,213.1,0.912
Standard,Inst86,19,215,0.946
Standard,Inst86,20,193.9,0.918
Standard,Inst86,21,183,0.908
Standard,Inst86,22,212.2,0.882
Standard,Inst86,23,200.5,0.899
Standard,Inst86,24,198.5,0.868
Standard,Inst86,25,192.6,0.934
Standard,Inst86,26,220.9,0.898
Standard,Inst86,27,232,0.9
Standard,Inst86,28,200.3,0.889
Standard,Inst86,29,196.3,0.911
Standard,Inst86,30,203,0.94
Standard,Inst87,1,244.3,0.928
Standard,Inst87,2,173.9,0.85
Standard,Inst87,3,184.6,0.857
Standard,Inst87,4,183.9,0.907
Standard,Inst87,5,205.4,0.859
Standard,Inst87,6,189.4,0.891
Standard,Inst87,7,161.2,0.861
Standard,Inst87,8,189,0.885
Standard,Inst87,9,201.1,0.89
Standard,Inst87,10,175.3,0.906
Standard,Inst87,11,186.4,0.902
Standard,Inst87,12,164.2,0.856
Standard,Inst87,13,198.9,0.854
Standard,Inst87,14,176.1,0.852
Standard,Inst87,15,182.6,0.896
Standard,Inst87,16,208.4,0.878
Standard,Inst87,17,177.6,0.88
Standard,Inst87,18,205.7,0.903
Standard,Inst87,19,208.8,0.901
Standard,Inst87,20,190.9,0.856
Standard,Inst87,21,175.2,0.899
Standard,Inst87,22,197.3,0.863
Standard,Inst87,23,219.6,0.909
Standard,Inst87,24,168.5,0.853
Standard,Inst87,25,189.9,0.877
Standard,Inst87,26,215.2,0.885
Standard,Inst87,27,191,0.879
Standard,Inst87,28,214.4,0.889
Standard,Inst87,29,181.8,0.887
Standard,Inst87,30,208.9,0.889
Standard,Inst88,1,158.5,0.871
Standard,Inst88,2,203.4,0.891
Standard,Inst88,3,184.4,0.856
Standard,Inst88,4,165.4,0.89
Standard,Inst88,5,188,0.871
Standard,Inst88,6,205,0.908
Standard,Inst88,7,216.2,0.874
Standard,Inst88,8,219,0.89
Standard,Inst88,9,196.6,0.887
Standard,Inst88,10,230.6,0.927
Standard,Inst88,11,174.5,0.882
Standard,Inst88,12,183,0.896
Standard,Inst88,13,190.3,0.851
Standard,Inst88,14,211.9,0.857
Standard,Inst88,15,192.3,0.865
Standard,Inst88,16,214.1,0.879
Standard,Inst88,17,192.1,0.878
Standard,Inst88,18,181.1,0.853
Standard,Inst88,19,145.6,0.911
Standard,Inst88,20,186.6,0.883
Standard,Inst88,21,181,0.875
Standard,Inst88,22,188.4,0.883
Standard,Inst88,23,174.7,0.868
Standard,Inst88,24,181.6,0.873
Standard,Inst88,25,237.6,0.859
Standard,Inst88,26,211.4,0.861
Standard,Inst88,27,143.6,0.886
Standard,Inst88,28,229.5,0.873
Standard,Inst88,29,187.5,0.875
Standard,Inst88,30,185.3,0.889
Standard,Inst89,1,153.3,0.91
Standard,Inst89,2,196.5,0.907
Standard,Inst89,3,216.8,0.907
Standard,Inst89,4,163.6,0.904
Standard,Inst89,5,166.6,0.894
Standard,Inst89,6,124.9,0.903
Standard,Inst89,7,167.4,0.941
Standard,Inst89,8,169.2,0.886
Standard,Inst89,9,159.9,0.917
Standard,Inst89,10,194.5,0.886
Standard,Inst89,11,169.3,0.902
Standard,Inst89,12,209.8,0.909
Standard,Inst89,13,187.2,0.919
Standard,Inst89,14,174.7,0.918
Standard,Inst89,15,164.6,0.921
Standard,Inst89,16,182.9,0.924
Standard,Inst89,17,173.7,0.897
Standard,Inst89,18,168,0.919
Standard,Inst89,19,174.5,0.912
Standard,Inst89,20,173.3,0.892
Standard,Inst89,21,182.7,0.911
Standard,Inst89,22,172.2,0.885
Standard,Inst89,23,199.1,0.89
Standard,Inst89,24,178.8,0.924
Standard,Inst89,25,203.9,0.865
Standard,Inst89,26,180.8,0.903
Standard,Inst89,27,160.5,0.883
Standard,Inst89,28,140.7,0.884
Standard,Inst89,29,158.4,0.887
Standard,Inst89,30,172.5,0.891
Standard,Inst90,1,193.9,0.898
Standard,Inst90,2,174.4,0.92
Standard,Inst90,3,175.1,0.874
Standard,Inst90,4,183.4,0.915
Standard,Inst90,5,172.1,0.874
Standard,Inst90,6,175.5,0.913
Standard,Inst90,7,187.1,0.878
Standard,Inst90,8,165.4,0.907
Standard,Inst90,9,165.1,0.939
Standard,Inst90,10,194.7,0.9
Standard,Inst90,11,210.2,0.923
Standard,Inst90,12,182.8,0.908
Standard,Inst90,13,183.1,0.888
Standard,Inst90,14,151.4,0.891
Standard,Inst90,15,194.7,0.892
Standard,Inst90,16,168.1,0.934
Standard,Inst90,17,179.8,0.874
Standard,Inst90,18,172.4,0.86
Standard,Inst90,19,169,0.913
Standard,Inst90,20,185.9,0.898
Standard,Inst90,21,192.8,0.883
Standard,Inst90,22,169.7,0.852
Standard,Inst90,23,192.4,0.928
Standard,Inst90,24,196.4,0.905
Standard,Inst90,25,188.6,0.932
Standard,Inst90,26,167,0.887
Standard,Inst90,27,192,0.912
Standard,Inst90,28,179.8,0.903
Standard,Inst90,29,154.5,0.918
Standard,Inst90,30,170.6,0.922
Standard,Inst91,1,140,0.901
Standard,Inst91,2,190,0.92
Standard,Inst91,3,174.5,0.879
Standard,Inst91,4,137.2,0.894
Standard,Inst91,5,194.5,0.887
Standard,Inst91,6,178.7,0.888
Standard,Inst91,7,177.8,0.875
Standard,Inst91,8,203.7,0.872
Standard,Inst91,9,168.6,0.889
Standard,Inst91,10,201.1,0.886
Standard,Inst91,11,184,0.877
Standard,Inst91,12,160.8,0.879
Standard,Inst91,13,133.6,0.879
Standard,Inst91,14,156.2,0.879
Standard,Inst91,15,212,0.882
Standard,Inst91,16,163.2,0.865
Standard,Inst91,17,193,0.868
Standard,Inst91,18,162.7,0.876
Standard,Inst91,19,154.3,0.882
Standard,Inst91,20,176,0.9
Standard,Inst91,21,162.8,0.914
Standard,Inst91,22,158,0.875
Standard,Inst91,23,177.5,0.873
Standard,Inst91,24,145.2,0.898
Standard,Inst91,25,196.7,0.879
Standard,Inst91,26,191,0.869
Standard,Inst91,27,178.5,0.885
Standard,Inst91,28,175.9,0.902
Standard,Inst91,29,182,0.858
Standard,Inst91,30,154.2,0.872
Standard,Inst92,1,160,0.898
Standard,Inst92,2,177.1,0.925
Standard,Inst92,3,175,0.883
Standard,Inst92,4,153.4,0.924
Standard,Inst92,5,162,0.924
Standard,Inst92,6,188.2,0.923
Standard,Inst92,7,203.2,0.892
Standard,Inst92,8,213.5,0.897
Standard,Inst92,9,174.3,0.89
Standard,Inst92,10,182.6,0.911
Standard,Inst92,11,189.7,0.856
Standard,Inst92,12,167.3,0.9
Standard,Inst92,13,149.5,0.864
Standard,Inst92,14,170,0.906
Standard,Inst92,15,147.2,0.901
Standard,Inst92,16,175.7,0.921
Standard,Inst92,17,162.1,0.915
Standard,Inst92,18,180.8,0.915
Standard,Inst92,19,194.4,0.876
Standard,Inst92,20,176.5,0.867
Standard,Inst92,21,193.3,0.902
Standard,Inst92,22,173.8,0.916
Standard,Inst92,23,161.2,0.889
Standard,Inst92,24,155,0.888
Standard,Inst92,25,172.2,0.899
Standard,Inst92,26,151.8,0.887
Standard,Inst92,27,194.4,0.903
Standard,Inst92,28,157.1,0.9
Standard,Inst92,29,141.5,0.904
Standard,Inst92,30,158,0.888
Standard,Inst93,1,162.4,0.948
Standard,Inst93,2,184,0.93
Standard,Inst93,3,164.7,0.961
Standard,Inst93,4,177.5,0.927
Standard,Inst93,5,154.9,0.931
Standard,Inst93,6,168.8,0.977
Standard,Inst93,7,152.8,0.928
Standard,Inst93,8,139.2,0.944
Standard,Inst93,9,204.4,0.933
Standard,Inst93,10,153.2,0.955
Standard,Inst93,11,158.4,0.962
Standard,Inst93,12,173.9,0.962
Standard,Inst93,13,189.8,0.922
Standard,Inst93,14,163,0.939
Standard,Inst93,15,173.9,0.929
Standard,Inst93,16,143.3,0.921
Standard,Inst93,17,195.3,0.968
Standard,Inst93,18,148.3,0.941
Standard,Inst93,19,178.8,0.99
Standard,Inst93,20,159.2,0.991
Standard,Inst93,21,181.9,0.942
Standard,Inst93,22,159.6,0.959
Standard,Inst93,23,150.5,0.912
Standard,Inst93,24,188,0.955
Standard,Inst93,25,183.8,0.952
Standard,Inst93,26,129,0.944
Standard,Inst93,27,160.2,0.989
Standard,Inst93,28,163.2,0.934
Standard,Inst93,29,207.1,0.989
Standard,Inst93,30,157.8,0.912
Standard,Inst94,1,130.5,0.892
Standard,Inst94,2,120.7,0.89
Standard,Inst94,3,149.9,0.929
Standard,Inst94,4,162.2,0.882
Standard,Inst94,5,125.9,0.857
Standard,Inst94,6,127.5,0.899
Standard,Inst94,7,122.9,0.9
Standard,Inst94,8,140.1,0.893
Standard,Inst94,9,137.6,0.909
Standard,Inst94,10,149.8,0.906
Standard,Inst94,11,119.7,0.91
Standard,Inst94,12,133.9,0.927
Standard,Inst94,13,139.3,0.892
Standard,Inst94,14,112.7,0.885
Standard,Inst94,15,141.4,0.893
Standard,Inst94,16,157.5,0.898
Standard,Inst94,17,137.8,0.877
Standard,Inst94,18,139,0.871
Standard,Inst94,19,130.6,0.899
Standard,Inst94,20,118.1,0.905
Standard,Inst94,21,143.8,0.902
Standard,Inst94,22,130.1,0.87
Standard,Inst94,23,139.6,0.845
Standard,Inst94,24,178.7,0.896
Standard,Inst94,25,162.8,0.905
Standard,Inst94,26,130,0.932
Standard,Inst94,27,147,0.925
Standard,Inst94,28,142.9,0.871
Standard,Inst94,29,141.5,0.909
Standard,Inst94,30,115.7,0.877
Proposed,Inst1,1,88.07,0.891
Proposed,Inst1,2,91.43,0.87
Proposed,Inst1,3,138.4,0.849
Proposed,Inst1,4,98.28,0.911
Proposed,Inst1,5,116.3,0.889
Proposed,Inst1,6,50.7,0.894
Proposed,Inst1,7,110.3,0.9
Proposed,Inst1,8,70.35,0.865
Proposed,Inst1,9,85.84,0.85
Proposed,Inst1,10,115.6,0.885
Proposed,Inst1,11,75.74,0.872
Proposed,Inst1,12,118.9,0.845
Proposed,Inst1,13,83.24,0.898
Proposed,Inst1,14,66.14,0.845
Proposed,Inst1,15,114.8,0.899
Proposed,Inst1,16,71.87,0.851
Proposed,Inst1,17,55.02,0.871
Proposed,Inst1,18,64.88,0.905
Proposed,Inst1,19,97.76,0.839
Proposed,Inst1,20,90.12,0.87
Proposed,Inst1,21,77.16,0.846
Proposed,Inst1,22,69.35,0.847
Proposed,Inst1,23,88.31,0.866
Proposed,Inst1,24,119.1,0.861
Proposed,Inst1,25,47.12,0.865
Proposed,Inst1,26,58.02,0.881
Proposed,Inst1,27,82.86,0.835
Proposed,Inst1,28,103.1,0.888
Proposed,Inst1,29,67.84,0.849
Proposed,Inst1,30,69.32,0.873
Proposed,Inst2,1,95.13,0.912
Proposed,Inst2,2,132.4,0.932
Proposed,Inst2,3,46.05,0.935
Proposed,Inst2,4,105.2,0.922
Proposed,Inst2,5,90.5,0.905
Proposed,Inst2,6,100.2,0.921
Proposed,Inst2,7,87.12,0.884
Proposed,Inst2,8,44.94,0.955
Proposed,Inst2,9,139.8,0.897
Proposed,Inst2,10,126.5,0.937
Proposed,Inst2,11,128.2,0.925
Proposed,Inst2,12,87.42,0.902
Proposed,Inst2,13,162.9,0.933
Proposed,Inst2,14,50.99,0.903
Proposed,Inst2,15,145.3,0.926
Proposed,Inst2,16,84.06,0.926
Proposed,Inst2,17,96.79,0.919
Proposed,Inst2,18,187.6,0.92
Proposed,Inst2,19,57.33,0.932
Proposed,Inst2,20,88.73,0.926
Proposed,Inst2,21,89.23,0.935
Proposed,Inst2,22,65.74,0.972
Proposed,Inst2,23,89.24,0.933
Proposed,Inst2,24,53.59,0.888
Proposed,Inst2,25,181.6,0.913
Proposed,Inst2,26,110.4,0.912
Proposed,Inst2,27,93.52,0.949
Proposed,Inst2,28,77.04,0.936
Proposed,Inst2,29,73.13,0.928
Proposed,Inst2,30,105.7,0.94
Proposed,Inst3,1,154.8,0.871
Proposed,Inst3,2,179.3,0.891
Proposed,Inst3,3,89.92,0.889
Proposed,Inst3,4,110.5,0.864
Proposed,Inst3,5,108.7,0.867
Proposed,Inst3,6,182,0.871
Proposed,Inst3,7,191.4,0.875
Proposed,Inst3,8,132.3,0.855
Proposed,Inst3,9,122.5,0.832
Proposed,Inst3,10,147.4,0.877
Proposed,Inst3,11,105.2,0.87
Proposed,Inst3,12,98.46,0.882
Proposed,Inst3,13,61.39,0.891
Proposed,Inst3,14,94.35,0.837
Proposed,Inst3,15,84.09,0.887
Proposed,Inst3,16,100.2,0.876
Proposed,Inst3,17,83.84,0.913
Proposed,Inst3,18,82.24,0.85
Proposed,Inst3,19,124.3,0.87
Proposed,Inst3,20,103.3,0.887
Proposed,Inst3,21,137.5,0.896
Proposed,Inst3,22,188.5,0.877
Proposed,Inst3,23,138.8,0.86
Proposed,Inst3,24,121.4,0.862
Proposed,Inst3,25,134.5,0.889
Proposed,Inst3,26,111.9,0.844
Proposed,Inst3,27,90.99,0.878
Proposed,Inst3,28,81.24,0.876
Proposed,Inst3,29,184,0.874
Proposed,Inst3,30,184.9,0.862
Proposed,Inst4,1,103.7,0.874
Proposed,Inst4,2,135.8,0.842
Proposed,Inst4,3,100.5,0.853
Proposed,Inst4,4,130.4,0.845
Proposed,Inst4,5,177.1,0.837
Proposed,Inst4,6,91.11,0.849
Proposed,Inst4,7,152.7,0.84
Proposed,Inst4,8,63.29,0.876
Proposed,Inst4,9,96.5,0.868
Proposed,Inst4,10,138.9,0.849
Proposed,Inst4,11,126.5,0.843
Proposed,Inst4,12,139.9,0.898
Proposed,Inst4,13,146,0.817
Proposed,Inst4,14,105.4,0.834
Proposed,Inst4,15,121.1,0.865
Proposed,Inst4,16,148.5,0.795
Proposed,Inst4,17,98.43,0.808
Proposed,Inst4,18,128.7,0.843
Proposed,Inst4,19,132.5,0.815
Proposed,Inst4,20,165.9,0.845
Proposed,Inst4,21,197.8,0.844
Proposed,Inst4,22,142.6,0.848
Proposed,Inst4,23,142.9,0.864
Proposed,Inst4,24,123.9,0.852
Proposed,Inst4,25,129.4,0.831
Proposed,Inst4,26,119.5,0.823
Proposed,Inst4,27,95.73,0.808
Proposed,Inst4,28,141.2,0.847
Proposed,Inst4,29,81.12,0.852
Proposed,Inst4,30,162.3,0.892
Proposed,Inst5,1,116.9,0.828
Proposed,Inst5,2,78.87,0.877
Proposed,Inst5,3,75.93,0.878
Proposed,Inst5,4,61.87,0.853
Proposed,Inst5,5,157.3,0.854
Proposed,Inst5,6,85.53,0.876
Proposed,Inst5,7,134.4,0.895
Proposed,Inst5,8,62.9,0.854
Proposed,Inst5,9,58.38,0.869
Proposed,Inst5,10,57.67,0.861
Proposed,Inst5,11,58.44,0.861
Proposed,Inst5,12,106,0.848
Proposed,Inst5,13,49.57,0.87
Proposed,Inst5,14,36.83,0.864
Proposed,Inst5,15,113.5,0.88
Proposed,Inst5,16,76.81,0.859
Proposed,Inst5,17,36.04,0.839
Proposed,Inst5,18,87.21,0.849
Proposed,Inst5,19,117.8,0.86
Proposed,Inst5,20,60.31,0.86
Proposed,Inst5,21,39.78,0.827
Proposed,Inst5,22,95.57,0.858
Proposed,Inst5,23,100.7,0.878
Proposed,Inst5,24,80.88,0.874
Proposed,Inst5,25,35.68,0.85
Proposed,Inst5,26,87.03,0.868
Proposed,Inst5,27,93.35,0.864
Proposed,Inst5,28,78.01,0.852
Proposed,Inst5,29,59.15,0.851
Proposed,Inst5,30,75.98,0.828
Proposed,Inst6,1,94.86,0.885
Proposed,Inst6,2,81.77,0.893
Proposed,Inst6,3,100.5,0.92
Proposed,Inst6,4,54.08,0.885
Proposed,Inst6,5,94.74,0.921
Proposed,Inst6,6,119.3,0.898
Proposed,Inst6,7,125.7,0.888
Proposed,Inst6,8,71.68,0.909
Proposed,Inst6,9,93.02,0.928
Proposed,Inst6,10,77.27,0.877
Proposed,Inst6,11,93.43,0.937
Proposed,Inst6,12,36.41,0.929
Proposed,Inst6,13,73.73,0.925
Proposed,Inst6,14,124.1,0.893
Proposed,Inst6,15,77.74,0.894
Proposed,Inst6,16,29.68,0.897
Proposed,Inst6,17,76.77,0.87
Proposed,Inst6,18,56.38,0.897
Proposed,Inst6,19,118.4,0.906
Proposed,Inst6,20,64.79,0.904
Proposed,Inst6,21,44.53,0.892
Proposed,Inst6,22,96.37,0.953
Proposed,Inst6,23,65,0.933
Proposed,Inst6,24,42.77,0.881
Proposed,Inst6,25,105.9,0.878
Proposed,Inst6,26,128.1,0.887
Proposed,Inst6,27,46.63,0.918
Proposed,Inst6,28,76.86,0.932
Proposed,Inst6,29,85.65,0.928
Proposed,Inst6,30,65.77,0.895
Proposed,Inst7,1,158.2,0.813
Proposed,Inst7,2,123.9,0.828
Proposed,Inst7,3,152.4,0.84
Proposed,Inst7,4,113.2,0.843
Proposed,Inst7,5,83.46,0.842
Proposed,Inst7,6,107.4,0.847
Proposed,Inst7,7,92.14,0.827
Proposed,Inst7,8,139.7,0.831
Proposed,Inst7,9,86.25,0.846
Proposed,Inst7,10,84.26,0.79
Proposed,Inst7,11,105,0.862
Proposed,Inst7,12,134.6,0.837
Proposed,Inst7,13,112.8,0.85
Proposed,Inst7,14,116.8,0.834
Proposed,Inst7,15,128.5,0.83
Proposed,Inst7,16,72.94,0.855
Proposed,Inst7,17,125.5,0.829
Proposed,Inst7,18,148,0.871
Proposed,Inst7,19,150.4,0.846
Proposed,Inst7,20,127.5,0.851
Proposed,Inst7,21,140,0.832
Proposed,Inst7,22,73.94,0.874
Proposed,Inst7,23,115.3,0.835
Proposed,Inst7,24,164.4,0.825
Proposed,Inst7,25,85.49,0.832
Proposed,Inst7,26,133.7,0.802
Proposed,Inst7,27,149.2,0.851
Proposed,Inst7,28,94.91,0.812
Proposed,Inst7,29,155.3,0.863
Proposed,Inst7,30,119.9,0.847
Proposed,Inst8,1,110.6,0.886
Proposed,Inst8,2,113.2,0.88
Proposed,Inst8,3,120.9,0.899
Proposed,Inst8,4,115,0.909
Proposed,Inst8,5,118.8,0.896
Proposed,Inst8,6,110.4,0.967
Proposed,Inst8,7,96.42,0.922
Proposed,Inst8,8,102.5,0.877
Proposed,Inst8,9,115.4,0.927
Proposed,Inst8,10,121.1,0.921
Proposed,Inst8,11,86.97,0.911
Proposed,Inst8,12,101.9,0.93
Proposed,Inst8,13,100.7,0.945
Proposed,Inst8,14,75.97,0.923
Proposed,Inst8,15,89.69,0.917
Proposed,Inst8,16,104,0.917
Proposed,Inst8,17,118.3,0.937
Proposed,Inst8,18,56.23,0.888
Proposed,Inst8,19,114.8,0.931
Proposed,Inst8,20,172.4,0.885
Proposed,Inst8,21,140.8,0.934
Proposed,Inst8,22,71.75,0.903
Proposed,Inst8,23,110.5,0.924
Proposed,Inst8,24,92.57,0.938
Proposed,Inst8,25,79.77,0.902
Proposed,Inst8,26,124.2,0.902
Proposed,Inst8,27,97.31,0.949
Proposed,Inst8,28,120,0.915
Proposed,Inst8,29,110.8,0.912
Proposed,Inst8,30,115.5,0.911
Proposed,Inst9,1,145.5,0.892
Proposed,Inst9,2,89.35,0.826
Proposed,Inst9,3,80.21,0.861
Proposed,Inst9,4,98.97,0.873
Proposed,Inst9,5,119.5,0.842
Proposed,Inst9,6,103.3,0.849
Proposed,Inst9,7,76.72,0.893
Proposed,Inst9,8,45.18,0.829
Proposed,Inst9,9,71.96,0.881
Proposed,Inst9,10,64.44,0.85
Proposed,Inst9,11,42.09,0.876
Proposed,Inst9,12,87.03,0.827
Proposed,Inst9,13,68.2,0.861
Proposed,Inst9,14,84,0.875
Proposed,Inst9,15,38.34,0.857
Proposed,Inst9,16,58.55,0.845
Proposed,Inst9,17,86.06,0.879
Proposed,Inst9,18,152.2,0.88
Proposed,Inst9,19,64.25,0.873
Proposed,Inst9,20,60.3,0.882
Proposed,Inst9,21,69.01,0.896
Proposed,Inst9,22,60.19,0.88
Proposed,Inst9,23,85.45,0.87
Proposed,Inst9,24,86.59,0.889
Proposed,Inst9,25,31.47,0.851
Proposed,Inst9,26,82.16,0.929
Proposed,Inst9,27,67.34,0.871
Proposed,Inst9,28,57.45,0.869
Proposed,Inst9,29,68.53,0.85
Proposed,Inst9,30,103.5,0.856
Proposed,Inst10,1,62.53,0.861
Proposed,Inst10,2,145.6,0.853
Proposed,Inst10,3,71.33,0.853
Proposed,Inst10,4,95.16,0.826
Proposed,Inst10,5,145.4,0.83
Proposed,Inst10,6,82.24,0.847
Proposed,Inst10,7,106.8,0.843
Proposed,Inst10,8,78.9,0.832
Proposed,Inst10,9,102.5,0.807
Proposed,Inst10,10,101.8,0.826
Proposed,Inst10,11,137.1,0.848
Proposed,Inst10,12,123.6,0.851
Proposed,Inst10,13,97.64,0.847
Proposed,Inst10,14,75.61,0.861
Proposed,Inst10,15,55.86,0.83
Proposed,Inst10,16,90.89,0.861
Proposed,Inst10,17,64.69,0.826
Proposed,Inst10,18,107.3,0.853
Proposed,Inst10,19,31.49,0.825
Proposed,Inst10,20,104.3,0.847
Proposed,Inst10,21,143.1,0.84
Proposed,Inst10,22,92.08,0.854
Proposed,Inst10,23,124.5,0.859
Proposed,Inst10,24,136.5,0.84
Proposed,Inst10,25,116.7,0.828
Proposed,Inst10,26,94.13,0.851
Proposed,Inst10,27,82.24,0.85
Proposed,Inst10,28,96.86,0.846
Proposed,Inst10,29,114.5,0.839
Proposed,Inst10,30,123.9,0.825
Proposed,Inst11,1,182.6,0.871
Proposed,Inst11,2,102.5,0.921
Proposed,Inst11,3,132.7,0.862
Proposed,Inst11,4,117,0.912
Proposed,Inst11,5,182.7,0.874
Proposed,Inst11,6,142.2,0.889
Proposed,Inst11,7,119.5,0.945
Proposed,Inst11,8,168.4,0.887
Proposed,Inst11,9,145.3,0.886
Proposed,Inst11,10,136.8,0.926
Proposed,Inst11,11,114.1,0.894
Proposed,Inst11,12,77.47,0.875
Proposed,Inst11,13,180.2,0.948
Proposed,Inst11,14,113,0.904
Proposed,Inst11,15,102.3,0.876
Proposed,Inst11,16,127.3,0.893
Proposed,Inst11,17,137.4,0.875
Proposed,Inst11,18,132.5,0.925
Proposed,Inst11,19,104.3,0.918
Proposed,Inst11,20,92.21,0.925
Proposed,Inst11,21,124,0.878
Proposed,Inst11,22,123,0.893
Proposed,Inst11,23,163.9,0.885
Proposed,Inst11,24,102.2,0.923
Proposed,Inst11,25,96.52,0.936
Proposed,Inst11,26,147.4,0.901
Proposed,Inst11,27,158.9,0.908
Proposed,Inst11,28,220,0.893
Proposed,Inst11,29,166,0.899
Proposed,Inst11,30,139.2,0.921
Proposed,Inst12,1,163.7,0.828
Proposed,Inst12,2,54.86,0.845
Proposed,Inst12,3,56.09,0.8
Proposed,Inst12,4,66.04,0.844
Proposed,Inst12,5,106.7,0.835
Proposed,Inst12,6,95,0.86
Proposed,Inst12,7,58.14,0.834
Proposed,Inst12,8,67.4,0.835
Proposed,Inst12,9,37.45,0.831
Proposed,Inst12,10,80.46,0.837
Proposed,Inst12,11,108.2,0.864
Proposed,Inst12,12,70.61,0.84
Proposed,Inst12,13,-10.49,0.865
Proposed,Inst12,14,80.31,0.87
Proposed,Inst12,15,84.39,0.789
Proposed,Inst12,16,74.83,0.885
Proposed,Inst12,17,53.61,0.825
Proposed,Inst12,18,96.32,0.818
Proposed,Inst12,19,95.62,0.853
Proposed,Inst12,20,85.26,0.851
Proposed,Inst12,21,60.04,0.841
Proposed,Inst12,22,91.68,0.82
Proposed,Inst12,23,84.63,0.848
Proposed,Inst12,24,77.98,0.862
Proposed,Inst12,25,107.1,0.82
Proposed,Inst12,26,105.3,0.837
Proposed,Inst12,27,92.14,0.839
Proposed,Inst12,28,85.16,0.867
Proposed,Inst12,29,47.11,0.838
Proposed,Inst12,30,59.24,0.803
Proposed,Inst13,1,96.53,0.81
Proposed,Inst13,2,96.53,0.846
Proposed,Inst13,3,112.3,0.834
Proposed,Inst13,4,126.9,0.812
Proposed,Inst13,5,94.86,0.879
Proposed,Inst13,6,127.1,0.823
Proposed,Inst13,7,121.4,0.83
Proposed,Inst13,8,53.19,0.819
Proposed,Inst13,9,96.73,0.866
Proposed,Inst13,10,169.5,0.831
Proposed,Inst13,11,78.11,0.846
Proposed,Inst13,12,128.3,0.877
Proposed,Inst13,13,53.38,0.868
Proposed,Inst13,14,89.01,0.834
Proposed,Inst13,15,91.57,0.871
Proposed,Inst13,16,69.68,0.847
Proposed,Inst13,17,91.32,0.869
Proposed,Inst13,18,101.3,0.827
Proposed,Inst13,19,31.45,0.808
Proposed,Inst13,20,85.44,0.854
Proposed,Inst13,21,90.18,0.832
Proposed,Inst13,22,147.9,0.866
Proposed,Inst13,23,112.8,0.836
Proposed,Inst13,24,97.39,0.846
Proposed,Inst13,25,151.6,0.852
Proposed,Inst13,26,67.19,0.874
Proposed,Inst13,27,108.4,0.844
Proposed,Inst13,28,76.46,0.849
Proposed,Inst13,29,136.6,0.846
Proposed,Inst13,30,21.75,0.861
Proposed,Inst14,1,82.64,0.863
Proposed,Inst14,2,113.1,0.876
Proposed,Inst14,3,94.81,0.858
Proposed,Inst14,4,158.9,0.857
Proposed,Inst14,5,103.6,0.866
Proposed,Inst14,6,80.05,0.842
Proposed,Inst14,7,96.57,0.841
Proposed,Inst14,8,114.8,0.852
Proposed,Inst14,9,95.24,0.845
Proposed,Inst14,10,130.1,0.869
Proposed,Inst14,11,88.78,0.827
Proposed,Inst14,12,83.01,0.876
Proposed,Inst14,13,97.62,0.86
Proposed,Inst14,14,95.4,0.891
Proposed,Inst14,15,60.03,0.864
Proposed,Inst14,16,154.6,0.861
Proposed,Inst14,17,91.01,0.854
Proposed,Inst14,18,87.39,0.86
Proposed,Inst14,19,132,0.879
Proposed,Inst14,20,92.03,0.884
Proposed,Inst14,21,123.2,0.851
Proposed,Inst14,22,87.5,0.905
Proposed,Inst14,23,86.99,0.85
Proposed,Inst14,24,57.71,0.853
Proposed,Inst14,25,123.3,0.885
Proposed,Inst14,26,127.5,0.821
Proposed,Inst14,27,137.7,0.841
Proposed,Inst14,28,98.18,0.857
Proposed,Inst14,29,168.3,0.86
Proposed,Inst14,30,103.3,0.861
Proposed,Inst15,1,67.43,0.889
Proposed,Inst15,2,106.8,0.851
Proposed,Inst15,3,28.52,0.886
Proposed,Inst15,4,29.84,0.853
Proposed,Inst15,5,46.45,0.874
Proposed,Inst15,6,31.88,0.876
Proposed,Inst15,7,63.89,0.867
Proposed,Inst15,8,81.97,0.874
Proposed,Inst15,9,47.09,0.843
Proposed,Inst15,10,93.74,0.857
Proposed,Inst15,11,80.92,0.869
Proposed,Inst15,12,69.41,0.882
Proposed,Inst15,13,69,0.827
